account_id,is_mule,mule_flag_date,alert_reason,flagged_by_branch
ACCT_099550,0,,,
ACCT_056802,0,,,
ACCT_130937,0,,,
ACCT_013148,0,,,
ACCT_140733,0,,,
ACCT_100585,0,,,
ACCT_101423,0,,,
ACCT_102353,0,,,
ACCT_043462,0,,,
ACCT_113010,0,,,
ACCT_195450,0,,,
ACCT_129404,0,,,
ACCT_166904,0,,,
ACCT_105293,0,,,
ACCT_199859,0,,,
ACCT_136472,0,,,
ACCT_087960,0,,,
ACCT_051220,0,,,
ACCT_122916,0,,,
ACCT_004619,0,,,
ACCT_155257,0,,,
ACCT_034439,0,,,
ACCT_076977,0,,,
ACCT_112913,0,,,
ACCT_185173,0,,,
ACCT_169182,0,,,
ACCT_097992,0,,,
ACCT_080694,0,,,
ACCT_004149,0,,,
ACCT_019439,0,,,
ACCT_066386,0,,,
ACCT_010450,0,,,
ACCT_156435,0,,,
ACCT_096095,0,,,
ACCT_191912,0,,,
ACCT_001754,0,,,
ACCT_043604,0,,,
ACCT_114475,0,,,
ACCT_142013,0,,,
ACCT_183934,0,,,
ACCT_173857,0,,,
ACCT_022380,0,,,
ACCT_143250,0,,,
ACCT_014241,0,,,
ACCT_074539,0,,,
ACCT_194729,0,,,
ACCT_165663,0,,,
ACCT_097556,0,,,
ACCT_087403,0,,,
ACCT_186425,0,,,
ACCT_156593,0,,,
ACCT_029030,0,,,
ACCT_172500,0,,,
ACCT_192295,0,,,
ACCT_039819,0,,,
ACCT_123737,0,,,
ACCT_071594,0,,,
ACCT_112562,0,,,
ACCT_035234,0,,,
ACCT_192377,0,,,
ACCT_124387,0,,,
ACCT_003227,0,,,
ACCT_069604,0,,,
ACCT_131728,0,,,
ACCT_154862,0,,,
ACCT_113579,0,,,
ACCT_075312,0,,,
ACCT_043926,0,,,
ACCT_002139,0,,,
ACCT_158328,0,,,
ACCT_157881,0,,,
ACCT_015818,0,,,
ACCT_109469,0,,,
ACCT_133648,0,,,
ACCT_021905,0,,,
ACCT_082613,0,,,
ACCT_167688,0,,,
ACCT_043995,0,,,
ACCT_197949,0,,,
ACCT_040761,0,,,
ACCT_068183,0,,,
ACCT_107796,0,,,
ACCT_175880,0,,,
ACCT_010992,0,,,
ACCT_010336,0,,,
ACCT_052551,0,,,
ACCT_199587,0,,,
ACCT_199798,0,,,
ACCT_120774,0,,,
ACCT_125403,0,,,
ACCT_006387,0,,,
ACCT_074661,0,,,
ACCT_086641,0,,,
ACCT_112745,0,,,
ACCT_057369,0,,,
ACCT_081552,0,,,
ACCT_123474,0,,,
ACCT_116581,0,,,
ACCT_170927,0,,,
ACCT_047218,0,,,
ACCT_166202,0,,,
ACCT_146104,0,,,
ACCT_110776,0,,,
ACCT_186589,0,,,
ACCT_029890,0,,,
ACCT_059898,0,,,
ACCT_199250,0,,,
ACCT_025571,0,,,
ACCT_137289,0,,,
ACCT_077653,0,,,
ACCT_066275,0,,,
ACCT_046519,0,,,
ACCT_129603,0,,,
ACCT_087798,0,,,
ACCT_041422,0,,,
ACCT_057297,0,,,
ACCT_084651,0,,,
ACCT_181519,0,,,
ACCT_055560,0,,,
ACCT_153544,0,,,
ACCT_153221,0,,,
ACCT_123211,0,,,
ACCT_069586,0,,,
ACCT_005380,0,,,
ACCT_152139,0,,,
ACCT_068258,0,,,
ACCT_112805,0,,,
ACCT_083475,0,,,
ACCT_171692,0,,,
ACCT_057695,0,,,
ACCT_191617,0,,,
ACCT_025316,0,,,
ACCT_161266,0,,,
ACCT_136266,0,,,
ACCT_122802,0,,,
ACCT_111330,0,,,
ACCT_010286,0,,,
ACCT_113778,0,,,
ACCT_161447,0,,,
ACCT_172020,0,,,
ACCT_128805,0,,,
ACCT_091260,0,,,
ACCT_121820,0,,,
ACCT_023340,0,,,
ACCT_068596,0,,,
ACCT_170041,0,,,
ACCT_130352,0,,,
ACCT_101783,0,,,
ACCT_119250,0,,,
ACCT_191066,0,,,
ACCT_018960,0,,,
ACCT_050434,0,,,
ACCT_000224,0,,,
ACCT_026979,0,,,
ACCT_141470,0,,,
ACCT_012088,0,,,
ACCT_029869,0,,,
ACCT_000082,0,,,
ACCT_082352,0,,,
ACCT_064026,0,,,
ACCT_175959,0,,,
ACCT_087394,0,,,
ACCT_022474,0,,,
ACCT_066655,0,,,
ACCT_131968,0,,,
ACCT_071069,0,,,
ACCT_105790,0,,,
ACCT_186932,0,,,
ACCT_055167,0,,,
ACCT_098095,0,,,
ACCT_082628,0,,,
ACCT_021285,0,,,
ACCT_105084,0,,,
ACCT_055553,0,,,
ACCT_049473,0,,,
ACCT_168895,0,,,
ACCT_195056,0,,,
ACCT_086827,0,,,
ACCT_108687,0,,,
ACCT_105533,0,,,
ACCT_066972,0,,,
ACCT_077402,0,,,
ACCT_107651,0,,,
ACCT_116252,0,,,
ACCT_126647,0,,,
ACCT_147276,0,,,
ACCT_199929,0,,,
ACCT_014474,0,,,
ACCT_161490,0,,,
ACCT_004895,0,,,
ACCT_034585,0,,,
ACCT_045608,0,,,
ACCT_031193,0,,,
ACCT_182876,0,,,
ACCT_066817,0,,,
ACCT_132622,0,,,
ACCT_011033,0,,,
ACCT_161963,0,,,
ACCT_137055,0,,,
ACCT_177669,0,,,
ACCT_129395,0,,,
ACCT_064373,0,,,
ACCT_029169,0,,,
ACCT_060407,0,,,
ACCT_099907,0,,,
ACCT_071049,0,,,
ACCT_135984,0,,,
ACCT_041540,0,,,
ACCT_019592,0,,,
ACCT_155144,0,,,
ACCT_012086,0,,,
ACCT_156351,0,,,
ACCT_153748,0,,,
ACCT_135517,0,,,
ACCT_183519,0,,,
ACCT_129919,0,,,
ACCT_032158,0,,,
ACCT_162342,0,,,
ACCT_088992,0,,,
ACCT_084281,0,,,
ACCT_020677,0,,,
ACCT_031044,0,,,
ACCT_181852,0,,,
ACCT_063992,0,,,
ACCT_061506,0,,,
ACCT_193314,0,,,
ACCT_013736,0,,,
ACCT_064646,0,,,
ACCT_015088,0,,,
ACCT_150600,0,,,
ACCT_005303,0,,,
ACCT_140340,0,,,
ACCT_115707,0,,,
ACCT_064087,0,,,
ACCT_079264,0,,,
ACCT_109845,0,,,
ACCT_193179,0,,,
ACCT_127245,0,,,
ACCT_120488,0,,,
ACCT_077815,0,,,
ACCT_192944,0,,,
ACCT_045065,0,,,
ACCT_043994,0,,,
ACCT_155880,0,,,
ACCT_188087,0,,,
ACCT_013168,0,,,
ACCT_030293,0,,,
ACCT_099949,0,,,
ACCT_051552,0,,,
ACCT_182896,0,,,
ACCT_116920,0,,,
ACCT_192803,0,,,
ACCT_157912,0,,,
ACCT_170819,0,,,
ACCT_114335,0,,,
ACCT_167885,0,,,
ACCT_145918,0,,,
ACCT_060162,0,,,
ACCT_075670,0,,,
ACCT_020681,0,,,
ACCT_003572,0,,,
ACCT_199713,0,,,
ACCT_059110,0,,,
ACCT_046606,0,,,
ACCT_164579,0,,,
ACCT_057395,0,,,
ACCT_014703,0,,,
ACCT_044126,0,,,
ACCT_070401,0,,,
ACCT_087844,0,,,
ACCT_023798,0,,,
ACCT_011197,0,,,
ACCT_082036,0,,,
ACCT_088184,0,,,
ACCT_059234,0,,,
ACCT_006624,0,,,
ACCT_134852,0,,,
ACCT_000223,0,,,
ACCT_080211,0,,,
ACCT_182268,0,,,
ACCT_076767,0,,,
ACCT_023570,0,,,
ACCT_118018,0,,,
ACCT_184386,0,,,
ACCT_177564,0,,,
ACCT_020110,0,,,
ACCT_152501,0,,,
ACCT_022701,0,,,
ACCT_011750,0,,,
ACCT_014554,0,,,
ACCT_124708,0,,,
ACCT_025996,0,,,
ACCT_014979,0,,,
ACCT_035964,0,,,
ACCT_111250,0,,,
ACCT_099341,0,,,
ACCT_146766,0,,,
ACCT_022504,0,,,
ACCT_018475,0,,,
ACCT_198803,0,,,
ACCT_118024,0,,,
ACCT_066982,0,,,
ACCT_135549,0,,,
ACCT_062006,0,,,
ACCT_079905,0,,,
ACCT_087516,0,,,
ACCT_016636,0,,,
ACCT_164608,0,,,
ACCT_182384,0,,,
ACCT_040703,0,,,
ACCT_012371,0,,,
ACCT_085251,0,,,
ACCT_033762,0,,,
ACCT_041798,0,,,
ACCT_046247,0,,,
ACCT_148310,0,,,
ACCT_150885,0,,,
ACCT_038082,0,,,
ACCT_106254,0,,,
ACCT_126105,0,,,
ACCT_123408,0,,,
ACCT_104920,0,,,
ACCT_172240,0,,,
ACCT_101932,0,,,
ACCT_092159,0,,,
ACCT_173981,0,,,
ACCT_000115,0,,,
ACCT_077776,0,,,
ACCT_107206,0,,,
ACCT_112370,0,,,
ACCT_076991,0,,,
ACCT_012134,0,,,
ACCT_031140,0,,,
ACCT_158880,0,,,
ACCT_047296,0,,,
ACCT_183346,0,,,
ACCT_013916,0,,,
ACCT_027850,0,,,
ACCT_058710,0,,,
ACCT_190672,0,,,
ACCT_121950,0,,,
ACCT_072481,0,,,
ACCT_177965,0,,,
ACCT_191082,0,,,
ACCT_166847,0,,,
ACCT_165750,0,,,
ACCT_052776,0,,,
ACCT_034217,0,,,
ACCT_157035,0,,,
ACCT_083519,0,,,
ACCT_086568,0,,,
ACCT_132061,0,,,
ACCT_102144,0,,,
ACCT_078312,0,,,
ACCT_006555,0,,,
ACCT_085683,0,,,
ACCT_070434,0,,,
ACCT_009648,0,,,
ACCT_041356,0,,,
ACCT_068518,0,,,
ACCT_119906,0,,,
ACCT_053211,0,,,
ACCT_123018,0,,,
ACCT_050458,0,,,
ACCT_130673,0,,,
ACCT_035077,0,,,
ACCT_048785,0,,,
ACCT_013662,0,,,
ACCT_130084,0,,,
ACCT_176283,0,,,
ACCT_030575,0,,,
ACCT_156882,0,,,
ACCT_185681,0,,,
ACCT_140520,0,,,
ACCT_155023,0,,,
ACCT_082139,0,,,
ACCT_081109,0,,,
ACCT_135306,0,,,
ACCT_000712,0,,,
ACCT_124584,0,,,
ACCT_047259,0,,,
ACCT_037455,0,,,
ACCT_089492,0,,,
ACCT_018449,0,,,
ACCT_022498,0,,,
ACCT_078524,0,,,
ACCT_189075,0,,,
ACCT_124581,0,,,
ACCT_050183,0,,,
ACCT_135718,0,,,
ACCT_117385,0,,,
ACCT_039212,0,,,
ACCT_047302,0,,,
ACCT_056265,0,,,
ACCT_199692,0,,,
ACCT_068306,0,,,
ACCT_003377,0,,,
ACCT_067861,0,,,
ACCT_085757,0,,,
ACCT_125492,0,,,
ACCT_012967,0,,,
ACCT_124807,0,,,
ACCT_189900,0,,,
ACCT_061562,0,,,
ACCT_192793,0,,,
ACCT_004721,0,,,
ACCT_117672,0,,,
ACCT_176188,0,,,
ACCT_140076,0,,,
ACCT_102478,0,,,
ACCT_189731,0,,,
ACCT_154086,0,,,
ACCT_014989,0,,,
ACCT_087261,0,,,
ACCT_126760,0,,,
ACCT_135180,0,,,
ACCT_039677,0,,,
ACCT_172559,0,,,
ACCT_100884,0,,,
ACCT_153337,0,,,
ACCT_118902,0,,,
ACCT_083200,0,,,
ACCT_050240,0,,,
ACCT_028817,0,,,
ACCT_112570,0,,,
ACCT_122429,0,,,
ACCT_053058,0,,,
ACCT_092491,0,,,
ACCT_046738,0,,,
ACCT_110357,0,,,
ACCT_064096,0,,,
ACCT_028605,0,,,
ACCT_148448,0,,,
ACCT_185709,0,,,
ACCT_136637,0,,,
ACCT_020213,0,,,
ACCT_042808,0,,,
ACCT_111458,0,,,
ACCT_191940,0,,,
ACCT_087521,0,,,
ACCT_107271,0,,,
ACCT_067395,0,,,
ACCT_012510,0,,,
ACCT_116693,0,,,
ACCT_016460,0,,,
ACCT_099606,0,,,
ACCT_181137,0,,,
ACCT_162713,0,,,
ACCT_083581,0,,,
ACCT_044108,0,,,
ACCT_025952,0,,,
ACCT_051536,0,,,
ACCT_197145,0,,,
ACCT_133634,0,,,
ACCT_095682,0,,,
ACCT_067044,0,,,
ACCT_101081,0,,,
ACCT_174093,0,,,
ACCT_043944,0,,,
ACCT_150251,0,,,
ACCT_103231,0,,,
ACCT_187077,0,,,
ACCT_070490,0,,,
ACCT_144559,0,,,
ACCT_041339,0,,,
ACCT_167517,0,,,
ACCT_084075,0,,,
ACCT_122302,0,,,
ACCT_009256,0,,,
ACCT_039435,0,,,
ACCT_069804,0,,,
ACCT_028578,0,,,
ACCT_027839,0,,,
ACCT_005170,0,,,
ACCT_183522,0,,,
ACCT_036132,0,,,
ACCT_144169,0,,,
ACCT_151544,0,,,
ACCT_108944,0,,,
ACCT_058136,0,,,
ACCT_012947,0,,,
ACCT_074057,0,,,
ACCT_162143,0,,,
ACCT_058174,0,,,
ACCT_026061,0,,,
ACCT_158810,0,,,
ACCT_035898,0,,,
ACCT_150607,0,,,
ACCT_040820,0,,,
ACCT_026385,0,,,
ACCT_070291,0,,,
ACCT_021766,0,,,
ACCT_052013,0,,,
ACCT_020377,0,,,
ACCT_028192,0,,,
ACCT_148763,0,,,
ACCT_091863,0,,,
ACCT_023330,0,,,
ACCT_167103,0,,,
ACCT_098440,0,,,
ACCT_110782,0,,,
ACCT_017626,0,,,
ACCT_037626,0,,,
ACCT_102443,0,,,
ACCT_196733,0,,,
ACCT_012735,0,,,
ACCT_071833,0,,,
ACCT_187539,0,,,
ACCT_124448,0,,,
ACCT_022723,0,,,
ACCT_106126,0,,,
ACCT_166592,0,,,
ACCT_029091,0,,,
ACCT_165415,0,,,
ACCT_088230,0,,,
ACCT_092796,0,,,
ACCT_017434,0,,,
ACCT_038960,0,,,
ACCT_097101,0,,,
ACCT_092283,0,,,
ACCT_096686,0,,,
ACCT_070866,0,,,
ACCT_164432,0,,,
ACCT_098532,0,,,
ACCT_055488,0,,,
ACCT_016315,0,,,
ACCT_064376,0,,,
ACCT_149309,0,,,
ACCT_129508,0,,,
ACCT_114951,0,,,
ACCT_113711,0,,,
ACCT_073763,0,,,
ACCT_078694,0,,,
ACCT_089248,0,,,
ACCT_011984,0,,,
ACCT_064789,0,,,
ACCT_123936,0,,,
ACCT_096790,0,,,
ACCT_114365,0,,,
ACCT_148560,0,,,
ACCT_102674,0,,,
ACCT_008555,0,,,
ACCT_162390,0,,,
ACCT_194566,0,,,
ACCT_010430,0,,,
ACCT_060725,0,,,
ACCT_037908,0,,,
ACCT_093548,0,,,
ACCT_086059,0,,,
ACCT_107066,0,,,
ACCT_195435,0,,,
ACCT_119279,0,,,
ACCT_095219,0,,,
ACCT_164997,0,,,
ACCT_120416,0,,,
ACCT_083468,0,,,
ACCT_024069,0,,,
ACCT_120862,0,,,
ACCT_033389,0,,,
ACCT_072406,0,,,
ACCT_144409,0,,,
ACCT_001466,0,,,
ACCT_174494,0,,,
ACCT_006759,0,,,
ACCT_195225,0,,,
ACCT_022586,0,,,
ACCT_024175,0,,,
ACCT_186751,0,,,
ACCT_136200,0,,,
ACCT_070914,0,,,
ACCT_097664,0,,,
ACCT_096255,0,,,
ACCT_083536,0,,,
ACCT_087506,0,,,
ACCT_112576,0,,,
ACCT_071966,0,,,
ACCT_134548,0,,,
ACCT_195654,0,,,
ACCT_163913,0,,,
ACCT_147305,0,,,
ACCT_146358,0,,,
ACCT_108741,0,,,
ACCT_011809,0,,,
ACCT_052313,0,,,
ACCT_146299,0,,,
ACCT_139131,0,,,
ACCT_191214,0,,,
ACCT_004121,0,,,
ACCT_040165,0,,,
ACCT_131147,0,,,
ACCT_015334,0,,,
ACCT_165677,0,,,
ACCT_089979,0,,,
ACCT_067223,0,,,
ACCT_055549,0,,,
ACCT_049680,0,,,
ACCT_074142,0,,,
ACCT_120192,0,,,
ACCT_004885,0,,,
ACCT_192044,0,,,
ACCT_059281,0,,,
ACCT_026784,0,,,
ACCT_028910,0,,,
ACCT_197287,0,,,
ACCT_123352,0,,,
ACCT_081158,0,,,
ACCT_129942,0,,,
ACCT_087918,0,,,
ACCT_048158,0,,,
ACCT_102288,0,,,
ACCT_032790,0,,,
ACCT_182377,0,,,
ACCT_119681,0,,,
ACCT_179700,0,,,
ACCT_025354,0,,,
ACCT_197480,0,,,
ACCT_181732,0,,,
ACCT_056621,0,,,
ACCT_144945,0,,,
ACCT_068743,0,,,
ACCT_188045,0,,,
ACCT_060362,0,,,
ACCT_173853,0,,,
ACCT_088908,0,,,
ACCT_001632,0,,,
ACCT_056380,0,,,
ACCT_108674,0,,,
ACCT_022289,0,,,
ACCT_119089,0,,,
ACCT_063712,0,,,
ACCT_036635,0,,,
ACCT_193965,0,,,
ACCT_072247,0,,,
ACCT_121616,0,,,
ACCT_166774,0,,,
ACCT_195246,0,,,
ACCT_169850,0,,,
ACCT_046553,0,,,
ACCT_013346,0,,,
ACCT_085997,0,,,
ACCT_166436,0,,,
ACCT_095609,0,,,
ACCT_039188,0,,,
ACCT_008303,0,,,
ACCT_063691,0,,,
ACCT_180321,0,,,
ACCT_193663,0,,,
ACCT_028706,0,,,
ACCT_108021,0,,,
ACCT_103285,0,,,
ACCT_023153,0,,,
ACCT_126468,0,,,
ACCT_104297,0,,,
ACCT_063303,0,,,
ACCT_198496,0,,,
ACCT_171690,0,,,
ACCT_125478,0,,,
ACCT_088136,0,,,
ACCT_165562,0,,,
ACCT_076476,0,,,
ACCT_048027,0,,,
ACCT_028748,0,,,
ACCT_086002,0,,,
ACCT_094663,0,,,
ACCT_070005,0,,,
ACCT_162992,0,,,
ACCT_135826,0,,,
ACCT_185976,0,,,
ACCT_103013,0,,,
