customer_id,loan_sum,loan_count,cc_sum,cc_count,od_sum,od_count,ka_sum,ka_count,sa_sum,sa_count
CUST_000549,,0,,0,0.0,0,3320.22,1,0.0,0
CUST_000554,,0,,0,0.0,0,0.0,0,5068.75,1
CUST_000560,,0,,0,0.0,0,10640.89,1,0.0,0
CUST_000567,,0,,0,0.0,0,0.0,0,922.84,1
CUST_000568,-961220.41,3,,0,-40065.15,1,0.0,0,0.0,0
CUST_000594,,0,,0,0.0,0,0.0,0,490.03,1
CUST_000595,,0,,0,0.0,0,4259.46,1,0.0,0
CUST_000597,-1373476.94,1,,0,0.0,0,0.0,0,538.56,1
CUST_000603,-623470.63,1,,0,-38684.23,1,0.0,0,0.0,0
CUST_000611,-3379956.64,3,,0,0.0,0,-8237.67,1,0.0,0
CUST_000614,,0,,0,0.0,0,56500.15,1,0.0,0
CUST_000624,,0,,0,-71405.61,1,0.0,0,0.0,0
CUST_000625,,0,,0,0.0,0,0.0,0,2126.15,1
CUST_000631,-174443.67,3,,0,0.0,0,0.0,0,0.0,1
CUST_000632,,0,,0,0.0,0,0.0,0,4887.94,1
CUST_000633,,0,,0,0.0,0,0.0,0,-80561.66,1
CUST_000640,-468586.34,1,,0,0.0,0,0.0,0,18491.07,1
CUST_000643,,0,-37762.7,1,0.0,0,0.0,0,551.03,1
CUST_000648,,0,,0,0.0,0,0.0,0,8593.33,1
CUST_000654,,0,,0,142187.11,1,0.0,0,0.0,0
CUST_000655,-260659.03,1,,0,-44431.84,1,0.0,0,0.0,0
CUST_000656,,0,,0,0.0,0,0.0,0,13623.27,1
CUST_000657,,0,,0,0.0,0,423434.9,1,0.0,0
CUST_000658,,0,,0,0.0,0,0.0,0,151.43,1
CUST_000661,,0,,0,0.0,0,218987.67,1,0.0,0
CUST_000662,,0,,0,0.0,0,0.0,0,17268.25,1
CUST_000665,-706095.77,1,,0,0.0,0,0.0,0,888.87,1
CUST_000671,,0,,0,0.0,0,886.37,1,0.0,0
CUST_000685,-155676.72,1,,0,0.0,0,0.0,0,94.27,1
CUST_000687,,0,,0,0.0,0,0.0,0,5248.12,1
CUST_000694,,0,-99937.85,1,-31582.89,1,0.0,0,0.0,0
CUST_000696,-849227.08,3,,0,0.0,0,0.0,0,4330.43,1
CUST_000700,-1925084.3,2,,0,0.0,0,0.0,0,449050.86,1
CUST_000711,,0,,0,25642.63,1,0.0,0,0.0,0
CUST_000714,,0,,0,0.0,0,0.0,1,0.0,0
CUST_000721,,0,-176887.58,2,0.0,0,0.0,0,-209.3,1
CUST_000724,,0,,0,0.0,0,3414.59,1,0.0,0
CUST_000749,,0,,0,0.0,0,0.0,0,5176.31,1
CUST_000750,,0,-25620.18,1,0.0,0,6834.64,1,0.0,0
CUST_000754,,0,,0,0.0,0,0.0,0,1265.49,1
CUST_000755,,0,,0,0.0,0,0.0,0,11669.1,1
CUST_000757,,0,,0,0.0,0,0.0,0,0.0,1
CUST_000777,,0,,0,0.0,0,1564.91,1,0.0,0
CUST_000780,,0,,0,0.0,0,0.0,0,0.0,1
CUST_000787,,0,,0,-57193.97,1,0.0,0,0.0,0
CUST_000789,,0,-44456.23,1,0.0,0,0.0,0,1020.0,1
CUST_000790,,0,,0,0.0,0,0.0,0,97510.07,1
CUST_000792,,0,,0,0.0,0,0.0,0,3000.23,1
CUST_000800,,0,,0,0.0,0,0.0,0,4214.72,1
CUST_000802,,0,-125863.69,1,-85087.48,1,0.0,0,0.0,0
CUST_000804,-813944.81,2,-12080.66,2,0.0,0,0.0,1,0.0,0
CUST_000809,-222276.48,3,,0,0.0,0,239.76,1,0.0,1
CUST_000813,,0,,0,0.0,0,1231144.31,1,0.0,0
CUST_000816,,0,,0,0.0,0,-8369.91,1,0.0,0
CUST_000819,-522920.72,3,-128909.35,1,0.0,0,0.0,0,39884.66,1
CUST_000824,,0,,0,0.0,0,0.0,0,116108.32,2
CUST_000825,,0,-11865.29,2,0.0,0,2230.77,1,0.0,0
CUST_000828,,0,-58305.06,2,0.0,0,0.0,0,30702.57,1
CUST_000833,,0,-58796.55,2,0.0,0,0.0,0,1007.54,1
CUST_000834,,0,,0,0.0,0,0.0,0,8233.09,1
CUST_000838,,0,,0,0.0,0,0.0,0,-41580.91,1
CUST_000841,,0,,0,0.0,0,0.0,0,28550.96,2
CUST_000852,,0,,0,0.0,0,0.0,0,8078.64,1
CUST_000857,,0,,0,0.0,0,0.0,0,2913.02,1
CUST_000858,,0,,0,0.0,0,9691.11,1,0.0,0
CUST_000863,,0,-10979.92,2,0.0,0,0.0,0,46227.47,1
CUST_000867,,0,,0,0.0,0,0.0,0,-571.0,1
CUST_000872,,0,,0,0.0,0,40414.94,1,0.0,0
CUST_000877,-601498.05,1,,0,0.0,0,0.0,0,-85614.81,1
CUST_000889,,0,,0,0.0,0,77798.11,1,0.0,0
CUST_000902,,0,-60541.31,2,0.0,0,32496.57,1,0.0,0
CUST_000913,,0,,0,0.0,0,2474.81,1,0.0,0
CUST_000916,,0,,0,-26512.71,1,0.0,0,0.0,0
CUST_000917,,0,,0,0.0,0,0.0,0,665.1,1
CUST_000924,-64495.17,2,,0,0.0,0,0.0,0,39520.46,1
CUST_000926,-158319.81,1,-11772.72,2,0.0,0,3763.95,1,0.0,0
CUST_000930,-395053.84,3,,0,0.0,0,0.0,0,2706.56,1
CUST_000936,,0,,0,0.0,0,0.0,1,0.0,0
CUST_000943,,0,,0,0.0,0,0.0,0,22651.62,2
CUST_000957,,0,,0,311797.33,1,0.0,0,0.0,0
CUST_000969,,0,,0,0.0,0,0.0,0,8135.82,1
CUST_000970,,0,131016.96,1,83948.62,1,0.0,0,0.0,0
CUST_000973,,0,,0,0.0,0,0.0,0,20193.7,1
CUST_000974,,0,,0,0.0,0,0.0,0,1095.85,1
CUST_000980,,0,,0,0.0,0,30673.15,1,0.0,0
CUST_000985,,0,,0,0.0,0,0.0,0,29412.58,1
CUST_000991,-377639.95,1,,0,0.0,0,0.0,0,14653.79,1
CUST_000997,,0,,0,0.0,0,24990.63,1,0.0,0
CUST_001001,,0,,0,0.0,0,0.0,0,2507465.4,1
CUST_001010,-762173.87,3,,0,0.0,0,0.0,0,12102.65,1
CUST_001011,,0,,0,0.0,0,0.0,0,692.94,1
CUST_001018,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001030,-27378.76,3,,0,0.0,0,111561.19,1,0.0,0
CUST_001031,,0,,0,0.0,0,0.0,0,287.65,1
CUST_001033,-990281.75,3,,0,0.0,0,0.0,0,2720.26,1
CUST_001037,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001046,-70967.35,2,,0,-51747.62,1,0.0,0,0.0,0
CUST_001047,,0,,0,0.0,0,0.0,0,29733.51,1
CUST_001051,,0,,0,0.0,0,0.0,0,20498.75,1
CUST_001052,-2145879.56,3,,0,0.0,0,0.0,0,0.0,1
CUST_001056,,0,,0,-150756.03,1,0.0,0,0.0,0
CUST_001057,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001059,,0,,0,0.0,0,114684.75,1,0.0,0
CUST_001061,,0,,0,0.0,0,0.0,0,1905.89,1
CUST_001065,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001068,,0,,0,0.0,0,1166.94,1,0.0,0
CUST_001070,,0,,0,0.0,0,0.0,0,1169.2,1
CUST_001074,,0,,0,0.0,0,0.0,0,3443.64,1
CUST_001076,,0,,0,0.0,0,0.0,0,-8023.46,1
CUST_001079,-312316.19,2,,0,0.0,0,68303.55,1,0.0,0
CUST_001082,,0,,0,0.0,0,303703.38,1,0.0,0
CUST_001084,,0,-88142.09,2,0.0,0,0.0,0,8852.13,1
CUST_001085,,0,-164485.16,2,0.0,0,0.0,0,0.0,1
CUST_001088,,0,,0,0.0,0,6949573.95,1,0.0,0
CUST_001090,,0,,0,0.0,0,13477.07,1,0.0,0
CUST_001092,,0,,0,0.0,0,0.0,0,276.82,1
CUST_001111,,0,,0,0.0,0,0.0,0,98.19,1
CUST_001114,,0,,0,0.0,0,1390.49,1,0.0,0
CUST_001116,,0,,0,0.0,0,0.0,0,7920.5,1
CUST_001120,,0,,0,0.0,0,0.0,0,16156.8,1
CUST_001124,-2950495.99,1,,0,0.0,0,0.0,0,3434.54,1
CUST_001125,,0,,0,0.0,0,16095.86,1,0.0,0
CUST_001126,,0,,0,0.0,0,0.0,0,1763.69,1
CUST_001129,,0,-53950.78,1,0.0,0,-5562.82,1,0.0,0
CUST_001136,,0,,0,64230.86,1,0.0,0,0.0,0
CUST_001138,,0,-34205.49,2,0.0,0,2010.5,1,0.0,0
CUST_001141,,0,,0,0.0,0,1649.96,1,0.0,0
CUST_001144,,0,,0,-72118.27,1,0.0,0,0.0,0
CUST_001146,,0,,0,0.0,0,0.0,0,1785.98,1
CUST_001151,,0,,0,0.0,0,0.0,0,-56824.1,1
CUST_001154,,0,,0,0.0,0,0.0,0,143724.1,1
CUST_001156,,0,-102188.87,2,0.0,0,27063.31,1,0.0,0
CUST_001157,,0,-30394.25,1,0.0,0,0.0,0,34.63,1
CUST_001160,,0,-47244.52,1,0.0,0,22009.3,1,0.0,0
CUST_001182,,0,,0,0.0,0,0.0,0,62574.72,1
CUST_001191,,0,,0,0.0,0,5879.88,1,0.0,0
CUST_001193,,0,,0,0.0,0,0.0,0,3794.9,1
CUST_001196,,0,,0,-134075.14,1,0.0,0,0.0,0
CUST_001198,,0,,0,0.0,0,0.0,0,881472.43,1
CUST_001200,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001201,,0,,0,0.0,0,39549.26,1,0.0,0
CUST_001209,-246958.3,3,-187076.22,1,-51359.65,1,0.0,0,0.0,0
CUST_001213,,0,,0,0.0,0,1237.37,1,0.0,0
CUST_001217,,0,-26392.7,2,0.0,0,-1094.68,1,0.0,0
CUST_001220,,0,,0,0.0,0,0.0,0,246.04,1
CUST_001221,,0,,0,0.0,0,-12385.21,1,0.0,0
CUST_001224,,0,,0,0.0,0,8475.75,1,0.0,0
CUST_001226,,0,,0,0.0,0,-2557.5,1,0.0,0
CUST_001228,,0,,0,0.0,0,35641.09,1,0.0,0
CUST_001229,,0,,0,0.0,0,0.0,0,4563.29,1
CUST_001239,,0,,0,0.0,0,0.0,1,0.0,0
CUST_001247,,0,,0,0.0,0,377.0,1,0.0,0
CUST_001259,,0,-102242.17,1,0.0,0,0.0,0,4872.43,1
CUST_001262,,0,-178184.9,1,0.0,0,0.0,0,7186.34,1
CUST_001264,,0,,0,0.0,0,0.0,0,13972.67,1
CUST_001265,-1001976.34,1,,0,0.0,0,0.0,1,0.0,0
CUST_001268,,0,-27612.55,1,0.0,0,55922.35,1,0.0,0
CUST_001280,,0,,0,0.0,0,-16597.61,1,0.0,0
CUST_001292,,0,-226860.7,1,0.0,0,0.0,0,37049.61,1
CUST_001294,,0,,0,0.0,0,0.0,0,40470.61,1
CUST_001300,,0,,0,-97768.26,1,0.0,0,0.0,0
CUST_001307,,0,,0,0.0,0,0.0,0,23117.09,1
CUST_001318,,0,,0,-156966.74,1,0.0,0,0.0,0
CUST_001324,,0,,0,-269337.28,1,0.0,0,0.0,0
CUST_001325,-312026.33,2,,0,0.0,0,0.0,0,6415.22,1
CUST_001327,,0,-64307.43,2,0.0,0,0.0,0,5721.16,1
CUST_001328,,0,,0,0.0,0,0.0,0,-20957.05,1
CUST_001339,,0,,0,0.0,0,70396.97,1,0.0,0
CUST_001343,,0,,0,0.0,0,0.0,0,1128583.94,1
CUST_001344,,0,,0,0.0,0,0.0,0,1606.61,1
CUST_001348,,0,-98200.25,2,0.0,0,8687.2,1,0.0,0
CUST_001354,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001358,,0,,0,0.0,0,120.48,1,0.0,0
CUST_001359,,0,130044.56,1,0.0,0,111549.87,1,0.0,0
CUST_001360,,0,,0,0.0,0,0.0,0,101290.99,1
CUST_001370,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001372,,0,,0,0.0,0,257068.23,1,0.0,0
CUST_001376,-996758.77,3,,0,0.0,0,3548.48,2,0.0,0
CUST_001385,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001386,-144390.66,2,,0,22185.55,1,0.0,0,0.0,0
CUST_001396,,0,,0,0.0,0,0.0,0,5898.07,1
CUST_001397,-393763.88,2,,0,0.0,0,0.0,0,0.0,1
CUST_001399,-1260383.52,3,,0,0.0,0,2738.31,1,0.0,0
CUST_001404,,0,,0,0.0,0,15256.48,1,0.0,0
CUST_001406,-1297823.1,3,,0,0.0,0,1011962.41,1,0.0,0
CUST_001412,,0,,0,0.0,0,7434.64,1,0.0,0
CUST_001416,,0,,0,0.0,0,12430.68,1,0.0,0
CUST_001422,,0,,0,0.0,0,0.0,0,20878.67,2
CUST_001427,,0,-180033.5,2,0.0,0,26348.36,1,0.0,0
CUST_001428,,0,-156384.56,2,0.0,0,0.0,0,0.0,1
CUST_001433,-736758.22,3,,0,0.0,0,0.0,0,15049.81,1
CUST_001452,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001458,,0,,0,0.0,0,0.0,0,5381.31,1
CUST_001460,,0,-59202.37,2,0.0,0,0.0,0,0.0,1
CUST_001461,,0,-28576.24,1,0.0,0,0.0,0,896.39,1
CUST_001469,-7552461.78,3,,0,0.0,0,0.0,0,2191.93,1
CUST_001473,-389564.27,2,,0,0.0,0,0.0,0,119.01,1
CUST_001477,,0,-100445.47,2,0.0,0,475061.2,1,0.0,0
CUST_001479,,0,,0,0.0,0,40934.81,1,0.0,0
CUST_001488,,0,,0,-238368.54,1,0.0,0,0.0,0
CUST_001491,,0,,0,0.0,0,29386.01,1,0.0,0
CUST_001496,-817578.57,2,,0,0.0,0,43868.44,1,0.0,0
CUST_001498,-1065670.45,3,,0,0.0,0,0.0,0,1237.19,1
CUST_001501,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001502,-173357.32,2,,0,0.0,0,-5962.16,1,0.0,0
CUST_001504,,0,,0,20733.96,1,0.0,0,0.0,0
CUST_001505,,0,,0,0.0,0,7356.77,1,0.0,0
CUST_001519,,0,,0,-50172.49,1,0.0,0,0.0,0
CUST_001521,,0,,0,0.0,0,0.0,0,7004.44,1
CUST_001522,,0,,0,0.0,0,0.0,0,4244.34,1
CUST_001527,,0,,0,0.0,0,0.0,1,0.0,0
CUST_001530,,0,-19754.83,1,0.0,0,0.0,0,2192.48,1
CUST_001532,,0,,0,0.0,0,0.0,0,37847.22,1
CUST_001533,,0,,0,0.0,0,-65311.68,1,0.0,0
CUST_001535,,0,,0,0.0,0,120903.49,1,0.0,0
CUST_001539,,0,-60227.85,1,0.0,0,0.0,1,0.0,0
CUST_001554,,0,,0,0.0,0,152032.95,1,0.0,0
CUST_001557,,0,-62130.31,1,0.0,0,0.0,0,4776.9,1
CUST_001559,,0,,0,0.0,0,0.0,0,20903.86,1
CUST_001568,,0,,0,0.0,0,0.0,0,148522.95,1
CUST_001571,,0,,0,0.0,0,0.0,0,39234.03,1
CUST_001576,,0,,0,0.0,0,1521.78,1,0.0,0
CUST_001577,,0,,0,0.0,0,0.0,0,582.8,1
CUST_001578,-785014.87,2,,0,0.0,0,0.0,0,379.79,1
CUST_001580,-786081.81,2,,0,0.0,0,0.0,0,623.04,1
CUST_001585,,0,,0,0.0,0,0.0,0,4982.64,1
CUST_001590,,0,-101324.94,2,0.0,0,407790.51,1,0.0,0
CUST_001594,-1328482.93,2,,0,0.0,0,0.0,0,-7249.35,1
CUST_001598,-262126.8,3,,0,0.0,0,0.0,0,7628.72,1
CUST_001600,,0,,0,0.0,0,8495.54,1,0.0,0
CUST_001606,-10526940.76,2,,0,0.0,0,0.0,0,-58419.65,1
CUST_001608,,0,-23898.39,1,0.0,0,0.0,0,2150.37,1
CUST_001609,-2225748.36,1,,0,0.0,0,0.0,0,1548.81,1
CUST_001616,,0,,0,-44776.95,1,0.0,0,0.0,0
CUST_001617,,0,,0,0.0,0,0.0,0,949.92,1
CUST_001619,,0,,0,0.0,0,0.0,0,29745.76,1
CUST_001624,-607500.3,1,-46263.42,1,0.0,0,0.0,0,-63572.73,1
CUST_001626,,0,,0,0.0,0,0.0,0,-1773.03,1
CUST_001627,,0,,0,0.0,0,378870.22,1,0.0,0
CUST_001630,,0,-310313.59,1,0.0,0,0.0,0,-199600.03,1
CUST_001635,,0,,0,0.0,0,0.0,0,15860.45,1
CUST_001636,,0,,0,0.0,0,0.0,0,921.06,1
CUST_001640,,0,120714.39,1,0.0,0,0.0,0,4258.63,1
CUST_001641,-298745.08,1,,0,0.0,0,0.0,0,43602.98,1
CUST_001642,,0,,0,0.0,0,8652.09,1,0.0,0
CUST_001643,,0,,0,0.0,0,0.0,0,1608.56,1
CUST_001644,,0,,0,0.0,0,0.0,0,28684.78,1
CUST_001645,,0,-11748.39,1,0.0,0,0.0,0,1304.77,1
CUST_001646,,0,,0,0.0,0,0.0,0,6728.86,1
CUST_001647,,0,,0,-249022.22,1,0.0,0,0.0,0
CUST_001653,,0,,0,-55237.84,1,0.0,0,0.0,0
CUST_001667,,0,,0,0.0,0,3960.62,1,0.0,0
CUST_001668,,0,,0,0.0,0,31840.54,1,0.0,0
CUST_001669,-989704.3,2,,0,0.0,0,-11487.17,1,0.0,0
CUST_001675,,0,,0,0.0,0,0.0,0,584896.93,1
CUST_001683,-1821395.77,1,,0,0.0,0,685.42,1,0.0,0
CUST_001692,,0,,0,0.0,0,0.0,0,-19123.58,1
CUST_001693,,0,,0,0.0,0,14360.38,1,0.0,0
CUST_001694,,0,,0,0.0,0,4209.52,1,0.0,0
CUST_001708,,0,-6101.15,1,0.0,0,3020.52,1,0.0,0
CUST_001709,,0,,0,0.0,0,0.0,0,21408.85,1
CUST_001712,,0,,0,-222032.6,1,0.0,0,0.0,0
CUST_001718,,0,,0,0.0,0,0.0,0,5336.45,1
CUST_001722,,0,,0,-68043.41,1,0.0,0,0.0,0
CUST_001723,,0,,0,0.0,0,0.0,0,113424.68,1
CUST_001741,,0,-50280.63,1,0.0,0,0.0,0,8540.95,1
CUST_001743,,0,,0,0.0,0,0.0,0,5343.07,1
CUST_001748,,0,,0,0.0,0,0.0,0,5434.04,1
CUST_001752,-864593.18,3,,0,-43309.28,1,16404.69,1,0.0,0
CUST_001754,,0,,0,0.0,0,0.0,0,31510.9,1
CUST_001765,,0,,0,0.0,0,7023.94,1,0.0,0
CUST_001766,,0,,0,0.0,0,0.0,0,857.3,1
CUST_001779,,0,,0,0.0,0,0.0,0,182290.92,1
CUST_001781,,0,,0,0.0,0,0.0,0,57.79,1
CUST_001785,,0,,0,0.0,0,0.0,0,1638.4,1
CUST_001794,,0,,0,0.0,0,107235.55,1,0.0,0
CUST_001795,,0,,0,0.0,0,0.0,0,-20920.67,1
CUST_001804,,0,,0,0.0,0,41324.29,1,0.0,0
CUST_001808,-1184954.52,1,,0,0.0,0,0.0,0,12808.85,1
CUST_001809,-231199.15,1,-110654.63,2,0.0,0,51840.32,1,0.0,0
CUST_001811,,0,,0,0.0,0,75098.45,1,0.0,0
CUST_001814,,0,,0,0.0,0,0.0,0,911.57,1
CUST_001815,,0,-99399.61,2,0.0,0,58208.64,1,0.0,0
CUST_001818,-455782.14,3,,0,0.0,0,0.0,0,2168.89,1
CUST_001821,,0,,0,0.0,0,0.0,0,1155.68,1
CUST_001826,,0,,0,0.0,0,0.0,0,2311.61,1
CUST_001828,,0,,0,0.0,0,-122367.76,1,0.0,0
CUST_001856,-1205074.65,3,,0,0.0,0,744.49,1,0.0,0
CUST_001862,,0,,0,0.0,0,4802.74,1,0.0,0
CUST_001863,,0,,0,0.0,0,0.0,0,25301.32,1
CUST_001870,,0,51627.84,1,-45402.02,1,0.0,0,0.0,0
CUST_001881,,0,,0,0.0,0,0.0,0,78949.44,1
CUST_001885,,0,,0,0.0,0,0.0,0,7115.08,1
CUST_001889,,0,,0,0.0,0,0.0,0,0.0,1
CUST_001891,-97871.33,2,,0,0.0,0,3869.57,1,0.0,0
CUST_001895,,0,-6470.85,1,0.0,0,0.0,0,15405.94,1
CUST_001903,,0,,0,-47589.96,1,0.0,0,0.0,0
CUST_001904,-863421.65,1,,0,0.0,0,0.0,0,2092.03,1
CUST_001915,,0,-56355.26,2,0.0,0,0.0,0,-17359.21,1
CUST_001916,,0,,0,0.0,0,0.0,1,0.0,0
CUST_001921,,0,-170995.64,1,0.0,0,0.0,0,-13604.78,1
CUST_001935,,0,,0,0.0,0,0.0,0,-26891.97,1
CUST_001939,,0,,0,0.0,0,0.0,0,12053.64,1
CUST_001941,,0,,0,0.0,0,5050.2,1,0.0,0
CUST_001944,-806386.77,2,-25034.03,2,0.0,0,0.0,0,516950.02,1
CUST_001948,,0,,0,0.0,0,0.0,0,20110.67,1
CUST_001953,,0,,0,0.0,0,0.0,0,4232.58,1
CUST_001960,,0,-36163.78,2,0.0,0,0.0,0,3986.73,1
CUST_001961,,0,,0,0.0,0,0.0,0,2375.72,1
CUST_001965,,0,,0,0.0,0,0.0,0,38442.17,1
CUST_001973,,0,,0,0.0,0,0.0,0,33708.88,1
CUST_001976,,0,,0,0.0,0,0.0,0,16588.01,1
CUST_001977,,0,,0,0.0,0,0.0,0,167118.7,1
